latitude,longitude,created_at_datetime,forecast_datetime,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure,ozone
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T00:00:00+0000,Clear,clear-night,,,-0.66,-0.66,-4.51,0.75,1.11,111.0,12.25,0.0,1015.52,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T01:00:00+0000,Clear,clear-night,,,-1.24,-1.24,-4.25,0.8,0.4,98.0,12.33,0.0,1015.54,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T02:00:00+0000,Clear,clear-night,,,-2.03,-2.03,-4.46,0.83,0.46,355.0,12.33,0.0,1015.56,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T03:00:00+0000,Clear,clear-night,,,-1.38,-1.38,-3.64,0.85,0.23,0.0,11.99,0.0,1015.81,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T04:00:00+0000,Clear,clear-night,,,-1.31,-1.31,-3.28,0.86,0.17,0.0,11.64,0.0,1015.75,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T05:00:00+0000,Clear,clear-night,,,-0.84,-0.84,-3.03,0.85,0.46,337.0,11.88,0.0,1016.11,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T06:00:00+0000,Clear,clear-night,,,-1.21,-1.21,-3.1,0.87,0.32,337.0,11.18,0.0,1016.16,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T07:00:00+0000,Clear,clear-night,,,-1.32,-1.32,-3.58,0.85,0.4,315.0,11.78,0.09,1016.4,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T08:00:00+0000,Clear,clear-night,,,-1.67,-1.67,-3.31,0.89,0.1,321.0,11.17,0.1,1016.6,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T09:00:00+0000,Clear,clear-day,,,-1.4,-1.4,-2.7,0.91,0.29,6.0,11.15,0.08,1016.88,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T10:00:00+0000,Partly Cloudy,partly-cloudy-day,,,-0.23,-0.23,-2.39,0.85,0.16,8.0,11.54,0.26,1017.11,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T11:00:00+0000,Partly Cloudy,partly-cloudy-day,,,3.01,3.01,-2.19,0.69,0.19,41.0,11.8,0.26,1017.42,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T12:00:00+0000,Clear,clear-day,,,4.15,4.15,-3.82,0.56,0.15,358.0,12.7,0.1,1017.37,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T13:00:00+0000,Clear,clear-day,,,4.24,4.24,-4.96,0.51,0.55,270.0,13.41,0.1,1017.04,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T14:00:00+0000,Clear,clear-day,,,4.71,4.71,-5.69,0.47,0.92,258.0,14.05,0.11,1016.89,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T15:00:00+0000,Clear,clear-day,,,4.24,4.24,-6.17,0.47,0.89,307.0,14.05,0.11,1016.78,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T16:00:00+0000,Clear,clear-day,,,2.78,2.78,-5.32,0.55,0.73,306.0,13.99,0.11,1017.01,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T17:00:00+0000,Clear,clear-night,,,1.32,1.32,-5.48,0.6,0.87,284.0,13.9,0.11,1017.35,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T18:00:00+0000,Clear,clear-night,,,0.68,0.68,-6.07,0.61,0.85,280.0,12.92,0.11,1017.75,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T19:00:00+0000,Clear,clear-night,,,0.11,0.11,-4.66,0.7,0.59,303.0,13.05,0.0,1017.99,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T20:00:00+0000,Clear,clear-night,,,0.38,0.38,-5.26,0.66,0.51,294.0,11.93,0.0,1018.56,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T21:00:00+0000,Clear,clear-night,,,-0.66,-0.66,-4.66,0.74,0.75,258.0,11.64,0.0,1018.73,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T22:00:00+0000,Clear,clear-night,,,-1.18,-1.18,-4.52,0.78,0.83,280.0,10.9,0.0,1018.9,
51.510357,-0.116773,2016-01-19T14:00:00+0000,2016-01-19T23:00:00+0000,Clear,clear-night,,,-1.49,-1.49,-4.01,0.83,0.97,249.0,9.98,0.0,1019.08,
