latitude,longitude,created_at_datetime,forecast_datetime,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure,ozone
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T00:00:00+0000,Clear,clear-night,,,3.76,1.57,1.53,0.85,2.35,97.0,9.64,0.0,994.16,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T01:00:00+0000,Clear,clear-night,,,3.19,1.29,1.04,0.86,1.97,91.0,8.8,0.0,993.66,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T02:00:00+0000,Clear,clear-night,,,2.59,0.66,0.78,0.88,1.91,94.0,8.13,0.0,992.76,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T03:00:00+0000,Clear,clear-night,,,2.37,0.09,0.56,0.88,2.19,96.0,8.82,0.0,991.81,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T04:00:00+0000,Clear,clear-night,,,2.44,-0.81,0.57,0.87,3.29,89.0,9.66,0.0,990.57,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T05:00:00+0000,Clear,clear-night,,,3.22,-0.21,0.68,0.83,3.81,93.0,9.32,0.0,989.67,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T06:00:00+0000,Overcast,cloudy,,,3.41,-0.36,0.68,0.82,4.44,88.0,9.56,1.0,988.38,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T07:00:00+0000,Overcast,cloudy,,,3.52,-0.68,1.26,0.85,5.34,88.0,7.31,1.0,987.16,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T08:00:00+0000,Overcast,cloudy,,,3.58,-0.84,1.68,0.87,5.87,87.0,9.14,1.0,986.03,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T09:00:00+0000,Overcast,cloudy,,,3.97,-0.51,1.68,0.85,6.21,88.0,8.95,1.0,985.14,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T10:00:00+0000,Overcast,cloudy,,,4.07,-0.48,1.42,0.83,6.5,87.0,8.87,1.0,984.42,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T11:00:00+0000,Overcast,cloudy,,,4.08,-0.4,1.83,0.85,6.31,85.0,9.41,1.0,983.99,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T12:00:00+0000,Overcast,cloudy,,,4.11,-0.34,2.22,0.88,6.23,78.0,9.67,1.0,983.5,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T13:00:00+0000,Overcast,cloudy,,,4.61,0.28,2.33,0.85,6.3,70.0,9.77,1.0,983.09,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T14:00:00+0000,Overcast,cloudy,,,4.6,0.37,2.3,0.85,6.04,67.0,10.2,1.0,983.09,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T15:00:00+0000,Overcast,cloudy,,,4.69,0.76,2.0,0.83,5.43,59.0,10.04,1.0,983.63,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T16:00:00+0000,Overcast,cloudy,,,4.62,0.89,2.27,0.85,4.95,51.0,9.53,1.0,984.28,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T17:00:00+0000,Overcast,cloudy,,,4.62,1.26,2.74,0.88,4.25,35.0,9.01,1.0,984.93,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T18:00:00+0000,Overcast,cloudy,,,4.53,1.37,2.75,0.88,3.84,28.0,8.35,1.0,985.69,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T19:00:00+0000,Overcast,cloudy,,,4.51,1.57,2.82,0.89,3.5,19.0,6.49,1.0,986.4,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T20:00:00+0000,Clear,clear-night,,,4.19,1.23,2.74,0.9,3.42,14.0,5.83,,986.84,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T21:00:00+0000,Clear,clear-night,,,4.18,1.14,2.72,0.9,3.53,14.0,5.79,,987.15,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T22:00:00+0000,Clear,clear-night,,,4.15,1.07,2.69,0.9,3.6,24.0,6.68,,987.32,
51.510357,-0.116773,2016-02-13T14:00:00+0000,2016-02-13T23:00:00+0000,Clear,clear-night,,,4.13,1.37,2.17,0.87,3.12,21.0,6.79,0.0,987.55,
