latitude,longitude,created_at_datetime,forecast_datetime,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure,ozone
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T00:00:00+0000,Clear,clear-night,,,5.29,1.1,2.36,0.81,6.41,294.0,12.84,,1008.97,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T01:00:00+0000,Clear,clear-night,,,5.31,1.1,2.36,0.81,6.48,289.0,12.25,,1009.96,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T02:00:00+0000,Clear,clear-night,,,5.32,1.2,2.53,0.82,6.27,285.0,12.71,,1010.94,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T03:00:00+0000,Clear,clear-night,,,5.24,1.22,2.07,0.8,5.98,285.0,12.67,,1011.92,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T04:00:00+0000,Clear,clear-night,,,4.74,0.78,1.13,0.77,5.49,276.0,12.3,0.0,1012.65,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T05:00:00+0000,Clear,clear-night,,,4.06,-0.01,0.54,0.78,5.36,267.0,12.89,0.0,1013.8,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T06:00:00+0000,Clear,clear-night,,,3.12,-0.99,0.07,0.8,4.94,263.0,13.79,0.0,1014.61,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T07:00:00+0000,Partly Cloudy,partly-cloudy-night,,,2.72,-1.43,0.0,0.82,4.84,256.0,14.05,0.26,1015.08,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T08:00:00+0000,Partly Cloudy,partly-cloudy-night,,,2.73,-1.54,0.04,0.82,5.06,256.0,14.05,0.26,1015.43,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T09:00:00+0000,Partly Cloudy,partly-cloudy-day,,,3.29,-0.88,0.47,0.82,5.14,261.0,14.05,0.26,1016.01,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T10:00:00+0000,Partly Cloudy,partly-cloudy-day,,,4.37,0.62,0.63,0.77,4.86,258.0,14.05,0.26,1016.27,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T11:00:00+0000,Partly Cloudy,partly-cloudy-day,,,5.29,2.02,0.58,0.72,4.36,258.0,13.04,0.26,1016.6,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T12:00:00+0000,Partly Cloudy,partly-cloudy-day,,,5.91,2.84,0.56,0.68,4.26,255.0,13.2,0.26,1016.23,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T13:00:00+0000,Partly Cloudy,partly-cloudy-day,,,6.09,3.13,0.36,0.67,4.12,246.0,14.05,0.26,1015.77,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T14:00:00+0000,Partly Cloudy,partly-cloudy-day,,,6.49,3.67,-0.34,0.62,4.05,236.0,13.08,0.26,1015.15,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T15:00:00+0000,Partly Cloudy,partly-cloudy-day,,,6.36,3.76,-0.26,0.63,3.59,215.0,13.6,0.26,1014.6,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T16:00:00+0000,Partly Cloudy,partly-cloudy-day,,,6.12,3.76,0.13,0.65,3.15,188.0,13.29,0.26,1013.86,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T17:00:00+0000,Partly Cloudy,partly-cloudy-night,,,5.6,3.03,0.23,0.68,3.28,176.0,13.29,0.26,1013.14,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T18:00:00+0000,Partly Cloudy,partly-cloudy-night,,,5.17,2.23,0.73,0.73,3.72,182.0,13.29,0.26,1012.48,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T19:00:00+0000,Partly Cloudy,partly-cloudy-night,,,5.24,2.18,1.74,0.78,3.95,183.0,12.84,0.52,1011.54,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T20:00:00+0000,Partly Cloudy,partly-cloudy-night,,,5.22,1.98,2.29,0.81,4.25,186.0,12.49,0.39,1010.61,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T21:00:00+0000,Partly Cloudy,partly-cloudy-night,,,5.39,2.21,2.82,0.83,4.25,201.0,11.12,0.31,1009.87,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T22:00:00+0000,Clear,clear-night,,,5.29,2.34,3.3,0.87,3.78,195.0,11.8,,1008.9,
51.510357,-0.116773,2016-01-13T14:00:00+0000,2016-01-13T23:00:00+0000,Clear,clear-night,,,5.25,2.06,3.29,0.87,4.18,193.0,12.17,,1007.69,
