latitude,longitude,created_at_datetime,forecast_datetime,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure,ozone
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T00:00:00+0000,Clear,clear-night,,,2.53,-2.44,-2.59,0.69,6.46,291.0,13.04,0.0,1014.1,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T01:00:00+0000,Clear,clear-night,,,2.47,-2.25,-1.54,0.75,5.86,292.0,13.04,0.0,1014.36,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T02:00:00+0000,Clear,clear-night,,,1.93,-2.86,-1.13,0.8,5.7,284.0,13.04,0.0,1014.91,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T03:00:00+0000,Clear,clear-night,,,1.59,-3.08,-1.52,0.8,5.29,286.0,13.04,0.0,1015.43,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T04:00:00+0000,Clear,clear-night,,,1.52,-3.12,-0.97,0.84,5.2,289.0,12.07,0.0,1015.7,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T05:00:00+0000,Clear,clear-night,,,1.13,-3.46,-1.02,0.86,4.91,290.0,12.84,0.0,1016.37,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T06:00:00+0000,Clear,clear-night,,,0.84,-4.06,-0.99,0.88,5.36,290.0,12.84,,1016.75,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T07:00:00+0000,Clear,clear-night,,,2.26,-2.33,-0.57,0.82,5.45,295.0,12.25,0.22,1017.21,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T08:00:00+0000,Clear,clear-night,,,2.24,-2.06,-0.66,0.81,4.9,296.0,12.15,0.22,1017.69,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T09:00:00+0000,Clear,clear-day,,,2.01,-2.59,-0.94,0.81,5.34,298.0,12.25,0.22,1018.36,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T10:00:00+0000,Clear,clear-day,,,3.02,-1.38,-0.98,0.75,5.51,303.0,12.25,0.16,1019.19,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T11:00:00+0000,Clear,clear-day,,,3.92,-0.47,-1.57,0.67,6.0,309.0,12.15,0.0,1020.06,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T12:00:00+0000,Clear,clear-day,,,4.64,0.47,-1.71,0.63,5.95,322.0,12.15,0.11,1020.43,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T13:00:00+0000,Clear,clear-day,,,5.26,1.19,-2.14,0.59,6.08,313.0,13.29,0.11,1020.69,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T14:00:00+0000,Clear,clear-day,,,5.7,1.78,-1.98,0.58,6.01,314.0,13.08,0.16,1021.09,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T15:00:00+0000,Clear,clear-day,,,5.23,1.32,-1.61,0.61,5.68,309.0,12.15,0.16,1021.69,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T16:00:00+0000,Clear,clear-day,,,4.94,1.39,-1.95,0.61,4.73,308.0,12.15,0.16,1022.51,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T17:00:00+0000,Clear,clear-night,,,4.02,0.42,-1.14,0.69,4.42,297.0,12.28,0.11,1022.99,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T18:00:00+0000,Clear,clear-night,,,3.11,-0.63,-0.62,0.76,4.27,293.0,14.05,0.11,1023.66,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T19:00:00+0000,Clear,clear-night,,,2.61,-1.13,-0.58,0.79,4.09,286.0,14.05,0.11,1024.0,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T20:00:00+0000,Clear,clear-night,,,2.19,-1.89,-0.66,0.81,4.48,282.0,13.6,0.22,1024.24,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T21:00:00+0000,Mostly Cloudy,partly-cloudy-night,,,2.28,-1.68,-1.02,0.79,4.3,291.0,13.6,0.75,1024.47,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T22:00:00+0000,Partly Cloudy,partly-cloudy-night,,,2.29,-1.17,-0.56,0.81,3.56,297.0,12.84,0.52,1024.93,
51.510357,-0.116773,2016-01-15T14:00:00+0000,2016-01-15T23:00:00+0000,Clear,clear-night,,,2.84,-0.46,-0.11,0.81,3.49,296.0,13.2,0.1,1025.49,
