latitude,longitude,created_at_datetime,forecast_datetime,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure,ozone
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T00:00:00+0000,Clear,clear-night,,,0.36,0.36,-3.72,0.74,0.77,154.0,12.76,0.0,1015.71,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T01:00:00+0000,Clear,clear-night,,,1.06,1.06,-3.35,0.72,0.68,175.0,12.71,0.0,1015.3,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T02:00:00+0000,Clear,clear-night,,,1.02,1.02,-3.34,0.73,0.64,131.0,12.7,0.0,1014.78,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T03:00:00+0000,Clear,clear-night,,,1.85,1.85,-3.51,0.68,1.05,140.0,12.42,0.0,1014.0,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T04:00:00+0000,Clear,clear-night,,,1.94,1.94,-3.46,0.67,1.09,101.0,12.42,0.0,1013.24,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T05:00:00+0000,Clear,clear-night,,,1.03,1.03,-3.47,0.72,1.24,99.0,12.28,0.0,1012.59,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T06:00:00+0000,Clear,clear-night,,,1.02,1.02,-3.54,0.72,1.32,113.0,12.42,0.0,1012.34,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T07:00:00+0000,Partly Cloudy,partly-cloudy-night,,,1.51,-0.62,-3.97,0.67,1.94,116.0,12.09,0.52,1011.88,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T08:00:00+0000,Mostly Cloudy,partly-cloudy-day,,,2.23,-0.02,-3.19,0.67,2.14,111.0,11.78,0.69,1011.71,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T09:00:00+0000,Overcast,cloudy,,,2.89,0.67,-3.65,0.62,2.23,107.0,11.99,1.0,1011.63,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T10:00:00+0000,Mostly Cloudy,partly-cloudy-day,,,4.11,1.68,-2.88,0.6,2.69,118.0,11.88,0.75,1011.12,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T11:00:00+0000,Partly Cloudy,partly-cloudy-day,,,5.79,3.14,-2.72,0.54,3.46,128.0,12.68,0.39,1010.46,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T12:00:00+0000,Partly Cloudy,partly-cloudy-day,,,7.32,4.9,-2.05,0.51,3.65,126.0,12.84,0.31,1009.93,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T13:00:00+0000,Partly Cloudy,partly-cloudy-day,,,7.76,5.33,-1.65,0.51,3.85,120.0,12.25,0.5,1008.96,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T14:00:00+0000,Partly Cloudy,partly-cloudy-day,,,7.47,4.94,-1.6,0.53,3.91,125.0,12.25,0.39,1008.25,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T15:00:00+0000,Partly Cloudy,partly-cloudy-day,,,6.81,3.96,-1.54,0.55,4.22,113.0,12.25,0.52,1007.73,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T16:00:00+0000,Partly Cloudy,partly-cloudy-day,,,6.26,3.31,-1.49,0.58,4.19,118.0,12.25,0.52,1007.52,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T17:00:00+0000,Partly Cloudy,partly-cloudy-day,,,5.65,2.51,-1.63,0.59,4.28,109.0,12.84,0.32,1007.12,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T18:00:00+0000,Partly Cloudy,partly-cloudy-night,,,5.12,2.23,-0.53,0.67,3.62,105.0,12.68,0.39,1007.47,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T19:00:00+0000,Partly Cloudy,partly-cloudy-night,,,4.98,1.96,-0.4,0.68,3.8,93.0,12.34,0.39,1007.49,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T20:00:00+0000,Partly Cloudy,partly-cloudy-night,,,4.84,2.19,-0.3,0.69,3.17,94.0,12.47,0.3,1007.37,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T21:00:00+0000,Clear,clear-night,,,4.88,2.29,-0.08,0.7,3.09,84.0,12.54,0.22,1007.37,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T22:00:00+0000,Clear,clear-night,,,4.84,2.36,-0.04,0.71,2.94,76.0,11.91,0.14,1007.5,
51.510357,-0.116773,2016-02-26T14:00:00+0000,2016-02-26T23:00:00+0000,Clear,clear-night,,,4.47,1.89,-0.09,0.72,2.98,73.0,12.1,0.0,1007.39,
